city,state_name
Sante Fe,New Mexico
Spring Brook,Pennsylvania
Orosi,California
Dupont,Pennsylvania
Bath,New York
Lincoln Univers,Pennsylvania
Rncho Pls Vrd,California
Ben Avon,Pennsylvania
South Jordan,Utah
Kinston,North Carolina
West Port,Connecticut
Cmch,New Jersey
Putnam Valley,New York
Riverdale,Maryland
Arlington,Vermont
NULL,Missouri
Blainfield,New Jersey
Galinesville,Virginia
Newport,Pennsylvania
Bombay,New York
Louisville,Kentucky
Cour d'Alene,Idaho
Laconia,New Hampshire
Calireborne,Maryland
W Gardiner,Maine
Siasconset,Massachusetts
Bolton,Mississippi
S Royalton,Vermont
Avondale,Pennsylvania
Eddington,Maine
Lafayette,Indiana
Herrin,Illinois
2300 Copenhagen S,Military Europe
Burlington,North Carolina
Seabeck,Washington
Huguenot,New York
Humboldt,Arizona
Boalsburg,Pennsylvania
St. Johns,Florida
Mountain Lakes,New Jersey
Bristol,New Hampshire
San Carlos,Arizona
Cabool,Missouri
Rego Park,New York
American Fork,Utah
Nicholson,Pennsylvania
Byhalia,Mississippi
West Trenton,Arizona
Hastings On Hudson,New York
Adkins,Texas
Australia,Washington
Orchard Park,New York
South Burlington,Vermont
Kentshill,Maine
Delavan,Wisconsin
Gaffney,South Carolina
N. Huntingdon,Pennsylvania
Barboursville,Virginia
Siver Spring,Maryland
Lorain,Ohio
Greenville,Virginia
Siler City,North Carolina
N. Eason,Massachusetts
Burlington,Vermont
Lewisburg,Virginia
Sheldonville,Massachusetts
Groveton,New Hampshire
Petersburg,Tennessee
Silverdale,Washington
West Groton,Massachusetts
Marriottsvl,Maryland
Hollsopple,Pennsylvania
Speonk,New York
Basye,Virginia
Highland Village,Texas
Point Reyes Station,California
Fort Lupton,Colorado
"Bowie, Md 20721 2567",Maryland
Desert Hills,Arizona
Jeonju,Military Pacific
Babylon,New York
Villas,New Jersey
Roseau,Minnesota
Belmont,New York
Tamworth,New Hampshire
St.George,Utah
Camarillo,California
Desert Hot Springs,California
Washingtonville,New York
Orrington,Maine
College Sta,Texas
Oakley,California
Wilton,New York
Roscoe,New York
Harmony,Rhode Island
Almyra,Arkansas
Summerville,South Carolina
Unknown,Maryland
Hampshire,Tennessee
Berkley Springs,Maryland
Olive Branch,Mississippi
West Whately,Massachusetts
Clifton Heights,Pennsylvania
N Grosvenordale,Connecticut
Leesberg,Virginia
Green Farms,Connecticut
"Arlington, Virginia",Virginia
Alpheretta,Georgia
Jarratt,Virginia
Sheboygan,Wisconsin
N Las Vegas,Nevada
Montara,California
Port Wash,New York
Whitehouse,New Jersey
Roslyn Hts.,New York
New Hope,Alabama
Hampton,New Hampshire
South Windham,Connecticut
Ocean View,Delaware
Blue Ash,Ohio
South Natick,Massachusetts
Clinton,Mississippi
Downsville,Louisiana
Annandale,Virginia
Longview,Texas
Monessen,Pennsylvania
Dlog Maint. Apo,Military Pacific
Walland,Tennessee
Lake Villa,Illinois
Santa Fe,Texas
Grand Prarie,Texas
Las Vegas,Nevada
Hazelhurst,Wisconsin
GUANGZHOU,Wyoming
Alexis,Illinois
Ossining Ny,New York
Clyde Park,Montana
Green Cv Spgs,Florida
Fulton,Texas
Compton,California
West Boylston,Massachusetts
Stanton,Virginia
Maumelle,Arkansas
Bryan Mawr,Pennsylvania
Oxenhill,Maryland
West Kignston,Rhode Island
Birmingham,Alabama
Annandale On Hudson,New York
"Dumfries, Va 22025 1351",Virginia
Stanardsville,Virginia
Red Bluff,North Dakota
Conway,South Carolina
Castle Rock,Colorado
Big Flats,New York
South Weymouth,Washington
Punxsutawney,Pennsylvania
Mesilla Park,New Mexico
Belton,Texas
Tremonton,Utah
Brenham,Texas
Federicksburg,Virginia
Ventura,California
Temperance,Michigan
Boerne,Texas
Detriot,Michigan
Tujunga,California
Morrice,Michigan
Boone,Iowa
Brewster,Massachusetts
Cabo Rojo,Puerto Rico
Hobart,Indiana
Mount Rainier,Maryland
Georges Mills,New Hampshire
Colebrook,Connecticut
Pearisburg,Virginia
Lauderdale,Mississippi
"Silver Spring, Md 20902",District of Columbia
Moscow,Idaho
South Boston,Virginia
Moreland Hils,Ohio
Little River,South Carolina
Prosser,Washington
Oak Ridge,New Jersey
Cavendish,Vermont
South Plainfiel,New Jersey
Oberlin-Steelto,Pennsylvania
Belleair,Florida
Oglesby,Illinois
Charlestown,West Virginia
Rileyville,Virginia
Hastings,Minnesota
Paint Rock,Alabama
Lords Valley,Pennsylvania
College Station,Iowa
Cedar Knolls,New Jersey
Hilton,New York
Elbert,Colorado
St. Clairsville,Ohio
N. Easton,Massachusetts
BollingfAFB,District of Columbia
Bay Minette,Alabama
N Brentwood,Maryland
Na,Florida
Valyermo,California
Key Bislayne,Florida
La Salle,Illinois
Kapaau,Hawaii
Stanford,Connecticut
Kapa'au,Hawaii
Warriors Mark,Pennsylvania
Wellesley Hls,Massachusetts
Bielefeld,Military Europe
Tipp City,Ohio
Grantsville,Utah
Cincinnatti,Ohio
Hopkins,South Carolina
Springtown,Pennsylvania
"Silver Spring, Md 20910",Virginia
United,Pennsylvania
York Beach,Maine
Austell,Georgia
East Helena,Montana
North Easten,Massachusetts
Toppenish,Washington
Iraan,Texas
Winchester,Ohio
Oak Creek,Colorado
Symmes,Ohio
Ware,Massachusetts
Tyrone,Pennsylvania
Little River,Kansas
Margate,Florida
Sharptown,Maryland
New Castle,Virginia
East Greenbush,New York
Yucaipa,California
Cobham,Virginia
Eastsound,Washington
Woodside,California
Amesbury,Massachusetts
Gibson Island,Maryland
Hughsonville,New York
Powell,Wyoming
Adel,Iowa
Peachtree City,Georgia
Stockton,California
Waverly,Ohio
Dracut,Massachusetts
Pleasant Hill,Missouri
Alpine,New Jersey
"Queens, Ny",New York
Ainsworth,Iowa
Idaho Falls,Idaho
Lake Como,New Jersey
Hillard,Ohio
Leeds,Alabama
Tuscon,Arizona
Groton,Vermont
Grifton,North Carolina
Oldsmar,Florida
Glen Arbor,Michigan
Little Valley,New York
East Haven,Connecticut
Edwardsburg,Michigan
Baldwin Place,New York
Madison,Florida
Elkwood,Virginia
Fair Oakes,California
Smithfield,North Carolina
Bloomfield,New York
St. Albans,Vermont
Miramar,Tennessee
Jackson,New Jersey
Dagsboro,Delaware
Shelbyville,Tennessee
N. White Plains,New York
Union City,New Jersey
Lyndhurst,Virginia
Lebanon,Virginia
Glenview,Kentucky
Sunol,California
Luray,Virginia
Nebo,Kentucky
Lee,Florida
Ila,Georgia
Harpersfield,New York
Irondequoit,New York
McConnellsburg,Pennsylvania
WPAFB,Ohio
Leawood,Kansas
"Potomac, Md 20854 2842",District of Columbia
Crystal Beach,Florida
S.Paris,Maine
Visalia,Nebraska
New River,Arizona
Weave,New Hampshire
Surfside Bch,South Carolina
Nicosia,Military Europe
Wildwood,Missouri
Blytheville,Arkansas
Rollings Hills Estates,California
Cedar Grove,West Virginia
Pinewood,South Carolina
Baileyville,Maine
Port Barrington,Illinois
East Dummerston,Vermont
Broadway,Virginia
West New York,New Jersey
Columbiana,Ohio
Buchanan,Virginia
Grayling,Michigan
Norwalk,California
Pillager,Minnesota
Inver Grove Heights,Minnesota
Rehobeth Beach,Delaware
Winfield,Kansas
Warrior Run,Pennsylvania
Saranac Lake,New York
Deep Gap,North Carolina
Branchland,West Virginia
Mahopae,New York
Westminster,Colorado
Mc Comb,Mississippi
Los Ranchos de Albuquerque,New Mexico
Gardner,Massachusetts
Merritt,North Carolina
Pittsville,Maryland
Jonesboro,Tennessee
Granite,Maryland
Weston Lakes,Texas
Monticello,Indiana
Bartlett,Tennessee
NULL,Virginia
Bloomberg,Pennsylvania
Marbury,Maryland
Beaver,Ohio
Bardstown,Kentucky
Edgewater,Maryland
Closter,New Jersey
Kents Hill,Maine
McAlisterville,Pennsylvania
Long Island City,New York
FORT MILL,South Carolina
Elizabeth,West Virginia
Deridder,Louisiana
Defiance,Ohio
Cockeysville,Virginia
Chincotezque Island,Virginia
Fayettevill,North Carolina
Spooner,Wisconsin
Bluefield,West Virginia
Pantego,North Carolina
Atwater,Ohio
Rigby,Idaho
Siren,Wisconsin
Elmwood Park,New Jersey
Swanton,Maryland
Pacific City,Oregon
Harvey,Louisiana
Pettersburg,Alaska
Tipton,Michigan
Norcross,Georgia
Kure Beach,North Carolina
Dyer,Tennessee
West Fork,Arkansas
Newfoundland,Pennsylvania
South Salem,New York
Patagonia,Arizona
Foreman,Arkansas
Anthem,Arizona
Three Churches,West Virginia
W. Middlesex,Pennsylvania
Dryden,Michigan
Glenham,New York
Dennis Port,Massachusetts
Clovis,California
Bloomington,Minnesota
Belleair Bluff,Florida
Blandford,Massachusetts
Wayland,New York
"Chevy Chase, Md 20815 30",Maryland
Seven Fields,Pennsylvania
Azle,Texas
Smithfeild,Pennsylvania
Bovey,Minnesota
Christiansted,Virginia
Blackshear,Georgia
Fleetwood,North Carolina
West Peterborough,New Hampshire
Cockeysville Hunt Va,Maryland
Richmond Hill,Georgia
Glenmoore,Pennsylvania
Alta Loma,California
Bonita Spring,Florida
Eustace,Texas
Railroad,Pennsylvania
Erin,Tennessee
Pleasantville,Ohio
Las Vegas,New Mexico
Rockport,Massachusetts
Medical Lake,Washington
Frederick,Mississippi
Guayanabo,Puerto Rico
Mattawan,Michigan
Kings George,Virginia
Montgomery Vil,Maryland
Franklin Sqaure,New York
Jakarta,New York
College Grove,Tennessee
Hibernia,New Jersey
Hong Kong,Connecticut
South Hamilton,Massachusetts
Woodclif Lake,New Jersey
Ocean,New Jersey
Dover,Pennsylvania
Roslyn,New York
Bristol,Wisconsin
Antwerp,New York
Englewood Cliff,New Jersey
Tinton Hills,New Jersey
Rialto,California
St Johnsbury,Vermont
Murphy,Texas
Arcadia,Louisiana
Hot Springs,Arkansas
Morris Plains,New Jersey
Haskell,New Jersey
"DAYTON,",Ohio
Foothill Rance,California
New Castle,Colorado
Treynor,Iowa
Southwest Ranches,Florida
Rock Hill,New York
Marionville,Missouri
"Long Beach,",New York
Wells Tannery,Pennsylvania
Francestown,New Hampshire
Phelps,New York
Huntersville,North Carolina
Warwick,Maryland
Columbus,Indiana
Hendersonvlle,North Carolina
Pitrsburgh,Pennsylvania
Oailton,Virginia
FPO,Military Pacific
Hazleton,Pennsylvania
Somerville,Virginia
Elmer,New Jersey
Mount Ayr,Iowa
Milford,Massachusetts
Fullerton,California
Cedar,Minnesota
Conover,North Carolina
Brewton,Alabama
"Wheaton, Md 20902 4445",Maryland
Annandale-On-Hudson,New York
Corvallis,Oregon
Green Valley,Arizona
Holmdel,New Jersey
Milnor,North Dakota
Manitowish Waters,Wisconsin
Nahant,Massachusetts
Cape Neddick,Maine
Haddon Twp,New Jersey
Pequannock,New Jersey
Mount Storm,West Virginia
Yosemite,California
Sault Ste MARIE,Michigan
Morrison,Illinois
St. Martinville,Louisiana
Farmington,New York
Audubon,Pennsylvania
Rocheport,Missouri
Drummonds,Tennessee
Seaside Heights,New Jersey
North Windham,Connecticut
Trenton,New Jersey
Manati 701,Puerto Rico
1793 Lanier Place NW,District of Columbia
Villepreux,Texas
Honolulu,West Virginia
Bivalve,Maryland
Parsonsburg,Maryland
Star Tannem,Virginia
Batesville,Indiana
Woolwich,Maine
Loveladies,New Jersey
Charlottesvil,Virginia
Marshall,North Carolina
Buffalogrove,Illinois
St.James,New York
Eastvale,California
Islesboro,Maine
Crp Christi,Texas
Agana Heights,Guam
Winchester,Tennessee
Lonetree,Colorado
Indian Trail,North Carolina
A.P.O.,Military Europe
Gabriels,New York
St Michael S,Maryland
Santa Ana Pueblo,New Mexico
East Palo Alto,California
Hesperia,California
Collegeville,Pennsylvania
New Ringgold,Pennsylvania
West Los Angeles,California
Westwood Hills,Kansas
Holicong,Pennsylvania
Piqua,Ohio
Mount Olive,North Carolina
O'Fallon,Illinois
Rantoul,Illinois
Springdale,Maryland
Carbonado,Washington
North Dartmouth,Massachusetts
Thonotosassa,Florida
Wrightsville Beach,North Carolina
Ashburnham,Massachusetts
Fork Union,Virginia
Hamilton,Illinois
Olivia,Minnesota
South Setauket,New York
Modena,New York
Havana,Florida
Jordanville,New York
La Joya,Texas
Center,Texas
Waverly Hall,Georgia
Washington,Maine
S Yarmouth,Massachusetts
Gary,Indiana
Windsor Hills,California
Hillsboro,Virginia
Harrods Creek,Kentucky
Kirtland Hills,Ohio
Poplar Bluff,Missouri
Fern Bch,Florida
Stone Mnt.,Georgia
Beth,Maryland
"Bethesda, Md 20816 2350",District of Columbia
Furlong,Pennsylvania
Blue Grass,Virginia
Ctr Ossipee,New Hampshire
Haar,California
Sammumish,Washington
Tarrytown,New York
American Falls,Idaho
Stuarts Draft,Virginia
Glenndale,Maryland
Temple City,California
Beach Lake,Pennsylvania
N. Royalton,Ohio
Cherry Hills Village,Colorado
Glen Carbon,Illinois
Caseyville,Illinois
Nome,Alaska
Elkhorn,Wisconsin
Medham,New Jersey
Wells,Maine
Cleona,Pennsylvania
Hallam,Pennsylvania
Grampian,Pennsylvania
Parsipphany,New Jersey
Winter Spgs,Florida
Washington,Alabama
Wayensboro,Pennsylvania
Wilton,California
North Marshfield,Massachusetts
Eagan,Tennessee
Lumberton,North Carolina
Ridgely,Maryland
Caribou,Maine
Huntingdon Valley,Pennsylvania
Leipsic,Ohio
Lohman,Missouri
Lithonia,Georgia
Union,Kentucky
Rushville,Ohio
Mabelvale,Arkansas
Lost City,West Virginia
Garden City South,New York
Sunman,Indiana
Bremen,Georgia
Glen Saint Mary,Florida
Kings Mountain,North Carolina
Clearville,Pennsylvania
Fairborn,Ohio
St. Johnsbury,Vermont
Bodega Bay,California
Shoreview,Minnesota
Tarentum,Pennsylvania
Deptford,New Jersey
Collinston,Louisiana
Molino,Florida
Mount Carroll,Illinois
Defuniak Springs,Florida
Webster Grv,Missouri
Monmouth Junction,New Jersey
Joshua,Texas
Dominguez Hills,California
Hopewell Jct.,New York
"Mountain View                 ",Missouri
Hinckley,Ohio
Elon,North Carolina
North East,Maryland
Prague 10,Alaska
Sherman,Connecticut
Philadelphia,New York
New Kensington,Pennsylvania
Malmstrom Afb,Montana
Wolftown,Virginia
Madera,California
Casey,Iowa
Ridgefield,Washington
Jacobus,Pennsylvania
Monticello,Wisconsin
"Springfield,",Virginia
Coquille,Oregon
Scipio,Utah
Lillian,Alabama
St. Paul,Missouri
Coram,New York
Capitola,California
Kawailhae,Hawaii
New Albany,Ohio
North Olmstead,Ohio
Wallingford,Vermont
Stuart,Florida
Paw Paw,West Virginia
"Brooklyn, New York",New York
Germantowwn,Maryland
Crow Agency,Montana
Oceanside,Alaska
Alderson,West Virginia
Pine Island,New York
North Kingston,Rhode Island
Claiborne,Maryland
Johnson City,Tennessee
Vienna,Missouri
Kansas City,Maryland
Greenway,Virginia
Topsfield,Massachusetts
Dade City,Florida
Simpsonville,Kentucky
Bridgeport,Washington
Merrillville,Indiana
University City,Missouri
Sheridan,Illinois
Mine Run,Virginia
Harbour Springs,Michigan
Satellite Beach,Florida
Bloomsberg,Pennsylvania
Weatherford,Oklahoma
Berkeley Springs,West Virginia
Saratoga Springs,Utah
Wabash,Indiana
Bloomsbury,New Jersey
Mifflin,Pennsylvania
Inwood,West Virginia
Amity Harbor,New York
Lizella,Georgia
Thomaston,Maine
Peru,Indiana
Hasbrouck Height,New Jersey
Tannersville,Pennsylvania
Pequea,Pennsylvania
Banco,Virginia
Johnsonville,New York
"San Francisco,",California
Prentiss,Mississippi
Canyon,Texas
Sprngfld Gdns,New York
Greece,New York
Ambler,Pennsylvania
Corryton,Tennessee
Still Pond,Maryland
Amelia Court House,Virginia
Sanford,North Carolina
Anderson Island,Washington
Homdel,New Jersey
Tubac,Arizona
Bassett,Virginia
Costa Mesa,California
Magalia,California
Hanover,Indiana
Worcester,Texas
Rochville,Maryland
Simmi Valley,California
Monroeville,New Jersey
Va Beach,Virginia
Norman,Maine
New Providence,Pennsylvania
Lucas,Ohio
Gaithersburg Md,Maryland
Green River,Utah
Chehealis,Washington
Louisville,Tennessee
North Miami Beach,Florida
Eaton Park,Florida
Hampden Sydney,Virginia
Charleston,Missouri
Gonzales,Texas
Silver Spring Road,Maryland
Ft Lauderdale,Florida
New Holland,Pennsylvania
Cornish,New Hampshire
Woodville,Virginia
Channelview,Texas
Hannawa Falls,New York
Harwinton,Connecticut
Saraland,Alabama
West Newton,Pennsylvania
Huntley,Virginia
Massies Mill,Virginia
Rose Hill,Kansas
Addison,Illinois
Banner Elk,North Carolina
Brewerton,New York
Mapleton,Minnesota
Wanblee,South Dakota
Castile,New York
Accookeek,Maryland
Weidman,Michigan
Manhattan,New York
Taunton,Massachusetts
Sturgeon Bay,Wisconsin
Yeadon,Pennsylvania
Greenville,Wisconsin
Wilmont,New Hampshire
Wrightstown,Pennsylvania
Sparta,North Carolina
Cuyahoga Falls,Ohio
Weare,New Hampshire
Lawndale,North Carolina
Corona Del Mar,California
Williamston,North Carolina
Elizabethtown,Kentucky
Galesville,Maryland
Montague,New Jersey
Kalama,Washington
Lake Winola,Pennsylvania
Cobb Island,Maryland
Bow Mar,Colorado
Rockvile,Maryland
Lake Oswego Dr,Oregon
White Pine,Michigan
Opelousas,Louisiana
Marietta,Georgia
Castle,Oklahoma
Seabrook,Maryland
Logan,New Jersey
Woodland Park,New Jersey
Athol,Massachusetts
Allamuchy,New Jersey
Grover Beach,California
Caton Bridge,West Virginia
Bartow,Florida
Lake Ann,Michigan
Eden Prarie,Minnesota
Sayville,New York
Daytona,Florida
Jefferson,South Dakota
Socorro,New Mexico
NULL,Puerto Rico
Port Saint Luci,Florida
Spofford,New Hampshire
Dublin,Georgia
Boonville,Indiana
whiteplain,New York
Florence,Montana
Glen Rock,Pennsylvania
Laurinburg,North Carolina
Long Beach,Washington
Sligo,Pennsylvania
Cameron,West Virginia
Nas Patuxent Ri,Maryland
Ocean Park,Washington
Carlstadt,New Jersey
Fort Defiance,Virginia
Perrysburg,New York
Elk City,Oklahoma
Balch Springs,Texas
Jbsa Ft Sam Houston,Texas
Courtland,Ohio
Brevard,North Carolina
Plymouth,Wisconsin
Kamas,Utah
Hyannis Port,Massachusetts
Shinnston,West Virginia
Haddenfield,New Jersey
Toluca Woods,California
"Washington, Dc 20003 157",Maryland
Schiller Park,Illinois
Arington,Virginia
"Frederick,",Maryland
Trout Creek,Montana
Daleville,Indiana
Cedar Grove,New Jersey
Wyandanch,New York
Island Pond,Vermont
Timberville,Maryland
"Arlington, Va 22206 2806",Virginia
Alma,Georgia
Hermitage,Tennessee
North Judson,Indiana
Yadkinville,North Carolina
Hawthorne,California
Providenc,Rhode Island
Sherlsville,Virginia
Colonia,New Jersey
Richlands,North Carolina
Selbyville,Delaware
Ponte Vedra,Florida
Bryantown,Maryland
Laurel Blmry,Tennessee
Montezuma,Colorado
Orchard Lake Village,Michigan
Broken Bow,Oklahoma
Baileys Xrds,Virginia
Jewett,New York
Newtwon,Pennsylvania
Madison,New Hampshire
Manassas,Virginia
Fort Myers,Florida
Rolling Hills Estates,California
Braddock,Pennsylvania
"Kline Township                ",Pennsylvania
Astascosa,Texas
Reliance,Tennessee
Cutchogue,New York
Alden,New York
Port Allen,Louisiana
Clements,Maryland
Lakeforest,California
Coal Township,Pennsylvania
Cleveland Hts.,Ohio
Woodbourne,New York
Caldwell,Arizona
Bellflower,California
Traphill,North Carolina
Ramer,Alabama
South Euclid,Ohio
Somerset,Virginia
Halifax,Massachusetts
Abilene,Texas
Orting,Washington
"North Potomac, Md 20878",Maryland
Shenorock,New York
East Chatham,New York
Redwood Shores,California
Maluern,Pennsylvania
Montvale,New Jersey
Brant Rock,Massachusetts
Sandy Springs,South Carolina
North Ferrisburg,Vermont
Cleveland,South Carolina
Nashotah,Wisconsin
Ringwood,New Jersey
Mount Dora,Florida
Mckees Rocks,Pennsylvania
Valley City,Ohio
Tafton,Pennsylvania
Washington,District of Columbia
Southington,Connecticut
Friendship,Maryland
National Park,New Jersey
Fitzgerald,Georgia
Danville,California
Monticello,Florida
New Freedom,Pennsylvania
Augusta,California
Paris,Tennessee
Yarmouthport,Massachusetts
Riverton,New Jersey
Waconia,Minnesota
Hopland,California
Kilmarnock,Washington
Blythewood,South Carolina
Elburn,Illinois
Vermillion,South Dakota
Wast Pittston,Pennsylvania
Safety Harbor,Florida
Mentor On The Lake,Ohio
Washington Island,Wisconsin
Winlock,Washington
Penngrove,California
Richland,Michigan
Cumberland,Virginia
Grand Junction,Colorado
Sout Riding,Virginia
"Riverdale, Md 20737 1940",District of Columbia
Medina,Minnesota
Sweden,Maine
Kings Point,New York
Fallbrook,California
Johnson Creek,Wisconsin
Dhaka,Military Pacific
Pearland,Kansas
Camden,Maine
Hidalgo,Texas
Aloha,Oregon
Us Afa,Colorado
Seneca Rocks,West Virginia
Pine,Colorado
Franklin Springs,Georgia
Ebensburg,Pennsylvania
Fort Thomas,Arizona
Lexingtn Park,Maryland
Midland,Pennsylvania
Appleton,Wisconsin
Shelley,Idaho
Palo Cedro,California
Bentenville,Alaska
Crest Hill,Illinois
Chillicothe,Ohio
Logan,Ohio
Hampstead,Maryland
Aldi,Virginia
Sharon,Pennsylvania
Hecla,South Dakota
Alten,Illinois
Elsah,Illinois
Piney Woods,Mississippi
Irmo,South Carolina
Kaysville,Utah
Moundhouse,Nevada
Paris,Maine
Lake Tapps,Washington
Richwood,West Virginia
Crosby,Minnesota
Hinckley,New York
Niskayuna,New York
Scaly Mountain,North Carolina
Clewiston,Florida
East Millstone,New Jersey
Harrisville,Ohio
Waco,Texas
Worster,Virginia
Stonington,Connecticut
Gate City,Virginia
Marina Del Rey,California
Charleston,Illinois
E Stroudsburg,Pennsylvania
Dayton,Maine
Lafayette,Louisiana
Braintree,Vermont
Brodbecks,Pennsylvania
Hawthorne,New Jersey
Rockv,Maryland
Springlake,Michigan
East Amhersat,New York
Reminderville,Ohio
Jefferson,Maryland
Morris,Alabama
Wevertown,New York
Minnetonka,Minnesota
E Amherst,New York
Lansdowne,Virginia
Eagar,Arizona
Oswego,New York
Dixon,Illinois
Orwigsburg,Pennsylvania
Beecher Falls,Vermont
Rancho Cucamong,California
Berwick,Pennsylvania
Geneva,Ohio
Sullivan,Indiana
Chatham,Illinois
West Falls,New York
Youngsville,Louisiana
Brookville,Pennsylvania
Downingtown,Pennsylvania
Gaithersbueg,Maryland
Adirondack,New York
Crompound,New York
Tuscola,Texas
Milton,Massachusetts
Fairview,Utah
Willmore,Kentucky
Rolling Prairie,Indiana
Hegins,Pennsylvania
Wallace,Idaho
Frederick,Maryland
Fox Chapel,Pennsylvania
Fort Mitchell,Kentucky
Norridge,Illinois
Greenville,Texas
Ortley Beach,New Jersey
Blue Island,Illinois
Somerset,Ohio
Yellow Spring,West Virginia
Cournelius,North Carolina
"Fairfax, Va 22030 5323",Virginia
Dearborn Heights,Michigan
Conestoga,Pennsylvania
"Ashburn, Va 20148 7358",Virginia
Lewistown,Montana
Ridgedale,Missouri
Johnstown,Pennsylvania
Linden,North Carolina
Chatham,Massachusetts
Ventnor City,New Jersey
Reedville,Virginia
Young Harris,Georgia
Morris,Minnesota
Eagle Creek,Oregon
Haslett,Michigan
Ridgefield,Connecticut
Hebron,Maine
Finger,Tennessee
Marcus Hook,Pennsylvania
Jacksonboro,South Carolina
Independence,Minnesota
Dayton,Oregon
Radiant,Virginia
Cottage Grove,Minnesota
Marietta,New York
Cranberry Lake,New York
Long Branch,New Jersey
Blue Ridge Sm,Pennsylvania
Bristol,Virginia
Danville,Vermont
Chapin,South Carolina
"Arlington, Va 22204 3260",Virginia
Felton,Pennsylvania
Andalusia,Illinois
Phoenix,Virginia
New Jersey,New Jersey
Cockys Ht Vly,Maryland
Elko,Iowa
Feeding Hills,Massachusetts
Barrow,Alaska
Manti,Utah
Indian Valley,Virginia
Lenhartsville,Pennsylvania
Ravenel,South Carolina
Wilbraham,Massachusetts
Meyersdale,Pennsylvania
Lyme,Connecticut
Armuchee,Georgia
Roseville,Minnesota
Washington Boro,Pennsylvania
Bartonville,Texas
River Ridge,Louisiana
Kenova,West Virginia
Mexico,New York
Big Lake,Alaska
Mantoloking,New Jersey
Temple,Pennsylvania
Upland,Indiana
Camp Pendleton,California
Bondurant,Wyoming
Maineville,Ohio
juana diaz,Puerto Rico
Huntingtn Sta,New York
Oldhams,Virginia
Portage,Indiana
West Union,West Virginia
Rockford,Iowa
Owings,Maryland
Mantua,New Jersey
Lake Cormorant,Mississippi
Milledgeville,Georgia
Alfred,Maine
Coaldale,Pennsylvania
Parkersburg,Iowa
Harrison,Tennessee
New Buffalo,Michigan
Summerdale,Pennsylvania
Loudonvlle,New York
Millrift,Pennsylvania
New Wilmongton,Pennsylvania
Stokesdale,North Carolina
City of Industry,California
Charlestown,Rhode Island
Wiscasset,Maine
Magna,Utah
Rodanthe,North Carolina
Canton,Pennsylvania
Coolville,Ohio
East Wenatchee,Washington
Vineland,New Jersey
Medford Lakes,New Jersey
Chisago City,Minnesota
Goldens Bridge,New York
Millersville,Maryland
Triangle,Virginia
North Bridgton,Maine
Maplewood,Minnesota
Eagleville,Pennsylvania
Army Post Office,Military Europe
Melvindale,Michigan
Fort Mitchell,Alabama
Killington,Vermont
Lexington,Massachusetts
Roosvelt,New York
East Rokcaway,New York
Cordan,Indiana
Charlotte Hall,Maryland
Marquette,Nebraska
Port Charlotte,Florida
Sugarland,Texas
Buford,Georgia
Roswell,New Mexico
Moatsville,West Virginia
Rumford,Rhode Island
Raleigh,South Dakota
Chandler,Idaho
Lebanon,Indiana
Port Henry,New York
El Mirage,Arizona
Chestnut Rdg,New York
Conyngham,Pennsylvania
Waseca,Minnesota
St Albans,Vermont
Green Village,New Jersey
Muncie,Indiana
"Washington, D.C. NW",District of Columbia
Fairview Heights,Illinois
Rochdale,New York
Farmington,Ohio
Laytonvilla,California
South West Ranches,Florida
Greenbelt,District of Columbia
Big Sandy,Texas
S. Berwick,Maine
Warwick,New York
Lake City,Minnesota
East Setauket,New York
Carver,Massachusetts
Pougkeepsie,New York
Combined Locks,Wisconsin
Jefferson,Wisconsin
Valley View,Pennsylvania
Crouse,North Carolina
Northredding,Massachusetts
Ocean Ridge,Florida
Fort Washakie,Wyoming
Marrieta,Georgia
College Station,Texas
Richton Park,Illinois
Wickliffe,Ohio
West Gardiner,Maine
Corwallis,Oregon
Fajardo,Puerto Rico
Kingston,New Hampshire
Seatlle,Washington
Spring Hill,Florida
Astana,Military Pacific
Collinsville,Connecticut
New Smyrna Beach,Florida
Sweet Brier,Virginia
Mt. Savage,Maryland
Burnet,Texas
Macon,Georgia
Dyer,Indiana
Warren,Maine
Lexington,Ohio
York Haven,Pennsylvania
Basalt,Colorado
Paia,Hawaii
Center Tuftonboro,New Hampshire
Madison,South Dakota
Blanco,New Mexico
South Boston,Massachusetts
Homeland,Florida
Hillcrest Hts,Maryland
Windsor,Pennsylvania
Port Jeff. Stat.,New York
Donna,Texas
Minneola,Florida
Corinth,Maine
Plainfied,New Jersey
Coloma,California
Sparks,Maryland
Shelby,North Carolina
Faifax,Virginia
Upper Gwynedd,Pennsylvania
New London,Wisconsin
Wright Patt. Afb,Ohio
Lincoln Univ,Pennsylvania
Rippey,Iowa
Plymounthmeeting,Pennsylvania
Palisades,New York
Cochranville,Pennsylvania
Sweetwater,New Jersey
Lille,District of Columbia
Reston,Virginia
Sudbury,Massachusetts
Brooklyn,Wisconsin
Marble,North Carolina
Mountain View,Hawaii
Charlott Hall,Maryland
Allentown,North Carolina
Snyder,Texas
Lake Station,Indiana
Highland Park,California
Clare,Michigan
Braddock Heights,Maryland
Star,Idaho
Mineral Bluff,Georgia
Newport News,Virginia
Flippin,Arkansas
Denwood,Maryland
Shelburne Fls,Massachusetts
Gilbertville,Massachusetts
Homer City,Pennsylvania
Argyle,New York
Cowlesville,New York
Dummerston,Vermont
Eagle Butte,South Dakota
